GreekCouncil,GreekOrganization,City,State,Country,School,PublicPrivateSchool,DomesticIntSchool,Boarding,Religion,Gender,Tuition,FreeLunchPercent,AthleteClassification,SportsTeam,Scholarship,TypeScholarship,Latitude,Longitude,Affiliation,SLG
None,None,Fredericksburg,Virginia,United States,Riverbend High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.23511293,Non-Athlete,None,No,None,38.303184,-77.46054,Neither,None
None,None,Fremont,California,United States,Harker School,private,Domestic,Day,Unafilliated,Co-Ed,45877,NA,Non-Athlete,None,No,None,37.54827,-121.988572,SLG,Maxwell
None,None,Fremont,California,United States,Harker School,private,Domestic,Day,Unafilliated,Co-Ed,45877,NA,Non-Athlete,None,No,None,37.54827,-121.988572,Neither,None
None,None,Fremont,California,United States,Presentation High School,private,Domestic,Day,Catholic,All-Girls,17930,NA,Non-Athlete,None,No,None,37.54827,-121.988572,Neither,None
None,None,Fremont,California,United States,Washington High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.21167485,Non-Athlete,None,No,None,37.54827,-121.988572,Neither,None
None,None,Fresno,California,United States,Clovis North High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1665,Non-Athlete,None,No,None,36.748793,-119.71484,SLG,Brownstone
Fraternity,Delta Sigma Phi,Frisco,Texas,United States,Lone Star High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.14432234,Non-Athlete,None,No,None,33.150674,-96.823612,IFC,None
None,None,Frisco,Texas,United States,Centennial High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.10072639,Non-Athlete,None,No,None,33.150674,-96.823612,Neither,None
None,None,Fruitland,New Mexico,United States,Kirtland Central High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.94846625,Non-Athlete,None,No,None,36.739168,-108.395635,Neither,None
None,None,Fullerton,California,United States,Fullerton Union High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.54849187,Non-Athlete,None,No,None,33.870822,-117.929416,SLG,Maxwell
None,None,Fullerton,California,United States,Vivian Webb School,private,Domestic,Day,Unafilliated,Co-Ed,39815,NA,Non-Athlete,None,No,None,33.870822,-117.929416,Neither,None
Sorority,Alpha Delta Pi,Fullerton,California,United States,Fullerton Union High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.54849187,Non-Athlete,None,No,None,33.870822,-117.929416,Panhel,None
None,None,Fulton,Maryland,United States,Centennial High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.072,Non-Athlete,None,No,None,39.150941,-76.923031,Neither,None
None,None,Fussa-shi,NA,Japan,Keimei Gakuen,private,International,Day,Inter-/Non-denominational,Co-Ed,8789.382,NA,Non-Athlete,None,No,None,35.743225,139.325183,Neither,None
None,None,Gainesville,Florida,United States,Buchholz High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.276895143,Non-Athlete,None,No,None,29.651907,-82.324798,Neither,None
None,None,Gainesville,Florida,United States,Eastside High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.5071736,Non-Athlete,None,No,None,29.651907,-82.324798,Neither,None
None,None,Gainesville,Georgia,United States,North Hall High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.27702089,Non-Athlete,None,No,None,34.297879,-83.824066,SLG,Wayne Manor
None,None,Gainesville,Virginia,United States,Patriot High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.11785095,Non-Athlete,None,No,None,38.79515,-77.61414,Neither,None
None,None,Gaithersburg,Maryland,United States,Montgomery Blair High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.3786307,Non-Athlete,None,No,None,39.143441,-77.20137,Neither,None
None,None,Gaithersburg,Maryland,United States,Richard Montgomery High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2053734,Non-Athlete,None,No,None,39.143441,-77.20137,Neither,None
None,None,Garden City,New York,United States,Salisbury School,private,Domestic,Boarding,Episcopal,All-Boys,59600,NA,Athlete,Men's Lacrosse,No,None,40.726648,-73.634305,Neither,None
None,None,Garden City,New York,United States,Garden City High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.02274642,Non-Athlete,None,No,None,40.726648,-73.634305,Neither,None
Sorority,Kappa Alpha Theta,Gastonia,North Carolina,United States,South Point Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.31789282,Athlete,Women's Swimming,No,None,35.262082,-81.1873,Panhel,None
Sorority,Gamma Phi Beta,Gatlinburg,Tennessee,United States,Gatlinburg-Pittman High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.42,Non-Athlete,None,No,None,35.714259,-83.510164,Panhel,None
None,None,Germantown,Maryland,United States,Saint Andrews School,private,Domestic,Boarding,Episcopal,Co-Ed,57000,NA,Non-Athlete,None,No,None,39.173162,-77.27165,Neither,None
Sorority,Delta Gamma,Germantown,Maryland,United States,Sidwell Friends School,private,Domestic,Day,Quaker,Co-Ed,39360,NA,Non-Athlete,None,No,None,39.173162,-77.27165,SLG + Panhel,Illyria
None,None,Gilmer,Texas,United States,Gilmer High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.52668539,Non-Athlete,None,No,None,32.728747,-94.942438,Neither,None
Fraternity,Delta Sigma Phi,Gjettum,NA,Norway,Norges Toppidrettsbynbas,NA,International,Day,Unafilliated,Co-Ed,NA,NA,Athlete,Men's Soccer,No,None,59.907256,10.528389,IFC,None
Fraternity,Sigma Phi Epsilon,Gladwyne,Pennsylvania,United States,Harriton High School Lower Merion,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1169844,Non-Athlete,None,No,None,40.040667,-75.279071,IFC,None
None,None,Glastonbury,Connecticut,United States,Deerfield Academy,private,Domestic,Boarding,Unafilliated,Co-Ed,60480,NA,Non-Athlete,None,No,None,41.712322,-72.608146,Neither,None
Sorority,Gamma Phi Beta,Glen Allen,Virginia,United States,Henrico High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.50997652,Non-Athlete,None,No,None,37.665978,-77.506374,SLG + Panhel,Ubuntu
None,None,Golden,Colorado,United States,Lakewood High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.4906015,Non-Athlete,None,No,None,39.755543,-105.2211,Neither,None
None,None,Goldsboro,North Carolina,United States,Eastern Wayne High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.49476688,Non-Athlete,None,No,None,35.384884,-77.992765,Neither,None
Fraternity,Sigma Alpha Epsilon,Grafton,Massachusetts,United States,Bancroft School,private,Domestic,Day,Unafilliated,Co-Ed,36020,NA,Non-Athlete,None,No,None,42.207039,-71.685624,IFC,None
None,None,Grafton,Massachusetts,United States,Advanced Math and Science Academy Charter School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.049,Non-Athlete,None,Yes,AB,42.207039,-71.685624,SLG,Round Table
Sorority,Kappa Alpha Theta,Grafton,Wisconsin,United States,Cedarburg Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0697074,Non-Athlete,None,No,None,43.319727,-87.953423,Panhel,None
None,None,Graham,North Carolina,United States,Southern Alamance High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.2,Athlete,Fooball,No,None,36.069026,-79.400576,Neither,None
None,None,Granada Hills,California,United States,Granada Hills Charter High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.50521542,Non-Athlete,None,No,None,34.264725,-118.523141,SLG,Cooper
None,None,Grand Junction,Colorado,United States,Grand Junction High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.34405514,Non-Athlete,None,No,None,39.063956,-108.550732,Neither,None
None,None,Granger,Indiana,United States,Penn High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.23252369,Non-Athlete,None,No,None,41.752274,-86.1142,Neither,None
Sorority,Alpha Delta Pi,Granville,Ohio,United States,Granville High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.09274673,Non-Athlete,None,No,None,40.068119,-82.519604,Panhel,None
None,None,Grayslake,Illinois,United States,Grayslake Central High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1190965,Non-Athlete,None,No,None,42.343352,-88.041219,Neither,None
None,None,Grayson,Georgia,United States,Grayson High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.37658113,Non-Athlete,None,No,None,33.894273,-83.95574,Neither,None
None,None,Great Falls,Virginia,United States,Gonzaga College High School,private,Domestic,Day,Catholic,All-Boys,21475,NA,Non-Athlete,None,No,None,38.998165,-77.288316,Neither,None
Sorority,Alpha Delta Pi,Great Falls,Montana,United States,Great Falls Central Catholic,private,Domestic,Day,Catholic,Co-Ed,9016,NA,Non-Athlete,None,No,None,47.504885,-111.291891,Panhel,None
Sorority,Delta Gamma,Great Neck,New York,United States,Great Neck South High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.12561576,Non-Athlete,None,No,None,40.800657,-73.728465,Panhel,None
Fraternity,Sigma Phi Epsilon,Greensboro,North Carolina,United States,Greensboro Day School,private,Domestic,Day,Unafilliated,Co-Ed,21700,NA,Non-Athlete,None,No,None,36.072636,-79.791975,IFC,None
None,None,Greensboro,North Carolina,United States,Episcopal High School,private,Domestic,Boarding,Episcopal,Co-Ed,56400,NA,Athlete,Men's Tennis,No,None,36.072636,-79.791975,Neither,None
None,None,Greensboro,North Carolina,United States,Southern Guilford High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.66489361,Non-Athlete,None,No,None,36.072636,-79.791975,Neither,None
None,None,Greensboro,North Carolina,United States,Grimsley High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.38976148,Non-Athlete,None,No,None,36.072636,-79.791975,Neither,None
None,None,Greensboro,North Carolina,United States,Early College at Guilford,public,Domestic,Day,Unafilliated,Co-Ed,0,0.1010101,Non-Athlete,None,No,None,36.072636,-79.791975,Neither,None
Sorority,Alpha Phi,Greensboro,North Carolina,United States,Episcopal High School,private,Domestic,Boarding,Episcopal,Co-Ed,56400,NA,Non-Athlete,None,No,None,36.072636,-79.791975,Panhel,None
Sorority,Kappa Alpha Theta,Greensboro,North Carolina,United States,Walter Hines Page High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.46734397,Non-Athlete,None,No,None,36.072636,-79.791975,Panhel,None
Fraternity,Pi Kappa Phi,Greenville,South Carolina,United States,"Greenville High School Academy of Law, Finance, & Business",public,Domestic,Day,Unafilliated,Co-Ed,0,0.54480286,Non-Athlete,None,No,None,34.851354,-82.398488,IFC,None
Sorority,Kappa Alpha Theta,Greenville,South Carolina,United States,Christ Church Episcopal School,private,Domestic,Day,Episcopal,Co-Ed,19340,NA,Non-Athlete,None,No,None,34.851354,-82.398488,Panhel,None
None,None,Greenville,South Carolina,United States,Southside High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.32285012,Non-Athlete,None,No,None,34.851354,-82.398488,Neither,None
Sorority,Alpha Phi,Greenville,North Carolina,United States,Arendell Parrott Academy,private,Domestic,Day,Unafilliated,Co-Ed,10400,NA,Non-Athlete,None,No,None,35.612661,-77.366354,Panhel,None
Fraternity,Alpha Epsilon Pi,Greenville,North Carolina,United States,The Oakwood School,private,Domestic,Day,Unafilliated,Co-Ed,12801,NA,Non-Athlete,None,No,None,35.612661,-77.366354,IFC,None
Fraternity,Pi Kappa Phi,Greenville,North Carolina,United States,Junius H Rose High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.51180555,Non-Athlete,None,No,None,35.612661,-77.366354,IFC,None
Sorority,Gamma Phi Beta,Greenville,North Carolina,United States,Arendell Parrott Academy,private,Domestic,Day,Unafilliated,Co-Ed,10400,NA,Non-Athlete,None,No,None,35.612661,-77.366354,Panhel,None
Sorority,Gamma Phi Beta,Greenville,North Carolina,United States,Junius H Rose High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.51180555,Non-Athlete,None,Yes,Trinity,35.612661,-77.366354,Panhel,None
Sorority,Kappa Alpha Theta,Greenville,North Carolina,United States,Junius H Rose High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.51180555,Athlete,Women's Track,No,None,35.612661,-77.366354,Panhel,None
Fraternity,Sigma Phi Epsilon,Greenwich,Connecticut,United States,Choate Rosemary Hall,private,Domestic,Boarding,Unafilliated,Co-Ed,56600,NA,Non-Athlete,None,No,None,41.026486,-73.62846,IFC,None
Fraternity,Alpha Tau Omega,Greenwich,Connecticut,United States,Brunswick School,private,Domestic,Day,Unafilliated,All-Boys,40450,NA,Non-Athlete,None,No,None,41.026486,-73.62846,IFC,None
Fraternity,Sigma Nu,Greenwich,Connecticut,United States,Brunswick School,private,Domestic,Day,Unafilliated,All-Boys,40450,NA,Non-Athlete,None,No,None,41.026486,-73.62846,IFC,None
Fraternity,Sigma Nu,Greenwich,Connecticut,United States,Brunswick School,private,Domestic,Day,Unafilliated,All-Boys,40450,NA,Non-Athlete,None,No,None,41.026486,-73.62846,IFC,None
None,None,Greenwich,Connecticut,United States,Greenwich High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.14954018,Non-Athlete,None,No,None,41.026486,-73.62846,Neither,None
None,None,Greenwich,Connecticut,United States,Scarsdale High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,41.026486,-73.62846,Neither,None
None,None,Greenwich,Connecticut,United States,Scarsdale High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0,Non-Athlete,None,No,None,41.026486,-73.62846,Neither,None
Sorority,Pi Beta Phi,Greenwich,Connecticut,United States,Hackley School,private,Domestic,Day,Unafilliated,Co-Ed,44225,NA,Non-Athlete,None,No,None,41.026486,-73.62846,Panhel,None
Sorority,Pi Beta Phi,Greenwich,Connecticut,United States,Greenwich Academy,private,Domestic,Day,Unafilliated,All-Girls,41890,NA,Non-Athlete,None,No,None,41.026486,-73.62846,Panhel,None
None,None,Greenwood,Mississippi,United States,Amanda Elzy High School,public,Domestic,Day,Unafilliated,Co-Ed,0,1,Non-Athlete,None,No,None,33.516232,-90.179528,Neither,None
Fraternity,Psi Upsilon,Greenwood Village,Colorado,United States,Cherry Creek High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.12293211,Non-Athlete,None,No,None,39.61721,-104.950814,IFC,None
None,None,Greenwood Village,Colorado,United States,Cherry Creek High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.12293211,Athlete,Wrestling,No,None,39.61721,-104.950814,Neither,None
None,None,Greenwood Village,Colorado,United States,Cherry Creek High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.12293211,Athlete,Wrestling,No,None,39.61721,-104.950814,Neither,None
Sorority,Kappa Kappa Gamma,Greenwood Village,Colorado,United States,Cherry Creek High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.12293211,Non-Athlete,None,No,None,39.61721,-104.950814,Panhel,None
None,None,Guangzhou,NA,China,Macleans College,private,International,Day,Unafilliated,Co-Ed,23053.9,NA,Non-Athlete,None,No,None,23.130004,113.259001,SLG,Alpha Phi Omega
None,None,Guangzhou City,NA,China,American International School of Guangzhou,private,International,Day,Unafilliated,Co-Ed,32400,NA,Non-Athlete,None,No,None,23.22589,113.533051,SLG,Maxwell
Sorority,Delta Gamma,Guaynabo,Puerto Rico,United States,Baldwin School of Puerto Rico,private,Domestic,Day,Unafilliated,Co-Ed,13133,NA,Non-Athlete,None,No,None,18.366921,-66.11395,SLG + Panhel,Mirecourt
None,None,Guilford,Connecticut,United States,Oslo International School,private,International,Day,Unafilliated,Co-Ed,24955.32,NA,Non-Athlete,None,No,None,41.288987,-72.681762,Neither,None
None,None,Gwacheon,NA,South Korea,Saint Michaels University School,private,International,Day,Unafilliated,Co-Ed,54915.87,NA,Non-Athlete,None,No,None,37.428904,126.988166,SLG,Nexus
Sorority,Pi Beta Phi,Gwynedd Valley,Pennsylvania,United States,Wissahickon High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.17460317,Non-Athlete,None,No,None,40.184275,-75.256288,Panhel,None
None,None,Gyeonggi-do,NA,South Korea,Yongsan International School Seoul,private,International,Day,Inter-/Non-denominational,Co-Ed,25819.75,NA,Non-Athlete,None,No,None,37.270046,127.103348,SLG,Mirecourt
None,None,Gyeonggi-do,NA,South Korea,Brooks School,private,Domestic,Boarding,Unafilliated,Co-Ed,57785,NA,Non-Athlete,None,No,None,37.270046,127.103348,Neither,None
None,None,Hacienda Heights,California,United States,Glen A Wilson High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.57054455,Non-Athlete,None,No,None,33.993068,-117.968675,Neither,None
None,None,Haerbin City,NA,China,Harbin No 3 High/Middle School,public,International,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,No,None,45.367523,127.40599,Neither,None
None,None,Haidian,NA,China,Capital Normal University High School,NA,International,NA,Unafilliated,Co-Ed,NA,NA,Non-Athlete,None,No,None,40.045854,116.199546,Neither,None
None,None,Haidian,NA,China,High School at Renmin University of China,public,International,NA,NA,Co-Ed,9187.8,NA,Non-Athlete,None,No,None,40.045854,116.199546,Neither,None
None,None,Hamburg,New York,United States,Frontier Senior High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.277884,Non-Athlete,None,No,None,42.72435,-78.828078,Neither,None
None,None,Hangzhou City,NA,China,Hangzhou Foreign Lang School,private,International,Day,Unafilliated,Co-Ed,NA,NA,Non-Athlete,None,No,None,29.883305,119.479685,Neither,None
None,None,Hanoi,NA,Vietnam,United World College Costa Rica,private,International,Boarding,Unafilliated,Co-Ed,37000,NA,Non-Athlete,None,No,None,20.974901,105.675563,Neither,None
None,None,Hanoi,NA,Vietnam,Hanoi-Amsterdam High School,public,International,Day,Unafilliated,Co-Ed,0,NA,Non-Athlete,None,Yes,University,20.974901,105.675563,Neither,None
Sorority,Alpha Delta Pi,Hanover Park,Illinois,United States,Hoffman Estates High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.51288659,Non-Athlete,None,No,None,41.999472,-88.145073,Panhel,None
None,None,Happy Valley,NA,Hong Kong,Cheltenham Ladies College,private,International,Boarding,Unafilliated,All-Girls,48196,NA,Non-Athlete,None,No,None,22.268464,114.186029,Neither,None
None,None,Harrington Park,New Jersey,United States,Bergen County Academies,public,Domestic,Day,Unafilliated,Co-Ed,0,0.0464,Non-Athlete,None,No,None,40.983709,-73.97986,Neither,None
Fraternity,Alpha Tau Omega,Harrison,New York,United States,Harrison High School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.13182674,Non-Athlete,None,No,None,40.968987,-73.71263,IFC,None
Fraternity,Delta Tau Delta,Harvard,Massachusetts,United States,Bromfield School,public,Domestic,Day,Unafilliated,Co-Ed,0,0.030985915,Non-Athlete,None,No,None,42.500092,-71.582844,IFC,None
Fraternity,Pi Kappa Phi,Haverford,Pennsylvania,United States,The Haverford School,private,Domestic,Day,Unafilliated,All-Boys,38000,NA,Non-Athlete,None,No,None,40.013167,-75.294352,IFC,None
